y0_pred,y1_pred,y2_pred,y3_pred,y4_pred,y5_pred,y6_pred,y7_pred,y8_pred,y9_pred,y10_pred,y11_pred,y12_pred,y13_pred,y14_pred,y15_pred
1.6492407,1.6491735,1.649176,1.6492391,2.6600819,2.6597893,2.659783,2.6600778,1.687818,1.6877098,1.6877087,1.6878196,0.43879572,0.43880752,0.43880817,0.43879464
1.6495906,1.6495289,1.6495268,1.6495905,2.6588278,2.6585562,2.6585538,2.6588411,1.6860297,1.6859174,1.6859388,1.6860268,0.43850425,0.43852273,0.4385227,0.43850574
1.6504242,1.6503664,1.6503594,1.6504259,2.655945,2.6556678,2.6556718,2.655957,1.6819726,1.6818318,1.6818472,1.6819671,0.43781438,0.43787715,0.43787226,0.43781382
1.6496962,1.6496335,1.6496335,1.6496964,2.6585164,2.6582282,2.6582377,2.658523,1.6852854,1.6851722,1.6851898,1.6852835,0.4384318,0.43845236,0.4384512,0.43843183
1.6501424,1.6500819,1.6500803,1.6501434,2.6569655,2.6566777,2.6566849,2.6569746,1.6829641,1.6828475,1.6828519,1.682962,0.43806893,0.43809634,0.43809313,0.43807065
1.6491783,1.6491176,1.6491144,1.6491781,2.6604445,2.6601825,2.6601572,2.6604567,1.6875422,1.6874334,1.6874422,1.6875409,0.43889278,0.43890357,0.43890405,0.43889466
1.6503427,1.6502849,1.650278,1.6503444,2.6563532,2.656078,2.6560867,2.6563685,1.6820861,1.6819351,1.6819571,1.6820927,0.43789864,0.43799606,0.43799236,0.43789616
1.6500982,1.6500348,1.6500353,1.6500992,2.6573348,2.6570232,2.6570451,2.6573336,1.6827049,1.6825676,1.6825725,1.682698,0.4381501,0.43820336,0.4381982,0.43814716
1.6500129,1.649948,1.6499494,1.6500127,2.6576862,2.6573844,2.6574097,2.6576896,1.6829025,1.6827685,1.6827912,1.6828986,0.43823206,0.43828788,0.43828505,0.43823138
1.6498228,1.649761,1.6497624,1.6498252,2.6583827,2.6580608,2.6580822,2.6583774,1.6835221,1.6834056,1.6833998,1.6835207,0.4384069,0.4384381,0.4384346,0.43840528
1.6479653,1.6478981,1.6479003,1.6479665,2.6650958,2.664811,2.664799,2.6650898,1.6927686,1.6926502,1.6926322,1.6927654,0.43998757,0.439985,0.43998837,0.43998495
1.649739,1.6496807,1.6496783,1.6497422,2.6588726,2.6585655,2.6585763,2.6588745,1.6834877,1.6833485,1.6833525,1.6834822,0.43852356,0.43857867,0.438573,0.4385185
1.6485701,1.648507,1.648509,1.6485683,2.6631997,2.6629422,2.662915,2.6632056,1.6884365,1.6883261,1.6883384,1.6884363,0.43955866,0.4395733,0.43957338,0.43955877
1.6489185,1.648855,1.6488547,1.6489182,2.662132,2.661844,2.6618316,2.662129,1.686071,1.6859536,1.6859659,1.6860698,0.4393096,0.43933427,0.43933293,0.43930605
1.64895,1.6488867,1.6488858,1.6489502,2.6620593,2.6617587,2.661747,2.6620512,1.6857917,1.6856747,1.6856722,1.6857913,0.43929392,0.43931815,0.43931448,0.43929103
1.6481689,1.648105,1.6481056,1.648167,2.6651297,2.6648607,2.6648486,2.6651354,1.6887373,1.6886269,1.6886436,1.6887388,0.44002387,0.44004261,0.4400431,0.44002247
1.6483294,1.6482666,1.6482674,1.6483265,2.6646078,2.6643429,2.6643264,2.6646142,1.6876647,1.6875483,1.6875706,1.6876639,0.43990612,0.4399278,0.43992797,0.43990335
1.6488196,1.6487614,1.6487551,1.6488208,2.6628551,2.6625905,2.6625657,2.6628668,1.685511,1.6853696,1.6853971,1.6855167,0.4394733,0.43955112,0.4395492,0.43947002
1.6468003,1.6467291,1.6467353,1.6468002,2.6702821,2.6699939,2.670005,2.6702857,1.6953336,1.6952118,1.6952184,1.6953305,0.4412263,0.4412326,0.44123766,0.4412274
1.6470314,1.6469635,1.6469691,1.6470344,2.6695151,2.669213,2.669229,2.6695127,1.6937897,1.6936765,1.6936733,1.6937886,0.44105032,0.4410574,0.44106168,0.44104868
1.6471156,1.647051,1.6470547,1.6471201,2.6692846,2.6689768,2.668987,2.66928,1.6930469,1.6929342,1.6929164,1.6930441,0.4410041,0.4410065,0.44100857,0.441002
1.647337,1.6472715,1.6472739,1.64734,2.6684844,2.6681678,2.6681774,2.6684735,1.6919067,1.6917907,1.6917706,1.6919028,0.4408174,0.44081953,0.44082177,0.44081354
1.6471032,1.6470382,1.6470419,1.6471077,2.6693933,2.6690786,2.669091,2.6693847,1.6928884,1.6927747,1.6927524,1.6928841,0.44103146,0.4410338,0.44103506,0.44102907
1.6471139,1.6470486,1.6470519,1.6471176,2.669376,2.6690753,2.6690898,2.6693745,1.6927238,1.6926112,1.6926122,1.6927241,0.44102517,0.4410343,0.4410377,0.441023
1.6474181,1.6473584,1.6473557,1.6474214,2.668263,2.6679862,2.6679792,2.6682715,1.6910974,1.6909846,1.6909895,1.6910993,0.44077396,0.44078064,0.4407831,0.44077274
1.6474485,1.6473829,1.6473832,1.6474495,2.6683257,2.6680224,2.6680367,2.6683235,1.69036,1.6902479,1.6902516,1.6903628,0.44078752,0.44080266,0.44080392,0.44078264
1.6475309,1.6474673,1.6474655,1.6475321,2.668043,2.6677473,2.6677542,2.6680439,1.6898462,1.6897339,1.6897392,1.6898474,0.44072437,0.44074002,0.44074127,0.44071966
1.6469071,1.6468462,1.6468465,1.6469117,2.6704054,2.6701248,2.67013,2.670417,1.6926998,1.692589,1.6925982,1.6927025,0.4412811,0.4412908,0.44129297,0.44128257
1.64777,1.6477052,1.6477039,1.64777,2.6672595,2.6669614,2.6669717,2.667258,1.6882856,1.688168,1.6881853,1.6882879,0.44053778,0.44057012,0.44056883,0.4405343
1.6470207,1.6469603,1.64696,1.6470253,2.6700006,2.6697218,2.6697288,2.6700132,1.6920555,1.6919433,1.6919609,1.6920595,0.44118583,0.44119912,0.44120145,0.4411862
1.6480222,1.6479573,1.6479584,1.6480203,2.6664014,2.6660888,2.666095,2.6663918,1.6872666,1.6871152,1.687116,1.6872733,0.44031316,0.4404031,0.44040197,0.44030684
1.6462015,1.6461338,1.6461349,1.6461978,2.673191,2.6729043,2.672909,2.673189,1.6958439,1.6957287,1.6957289,1.6958418,0.44192946,0.4419398,0.44194096,0.44193324
